Info,Version=1.0.0,Template=fx_category_template_EBAY_US
Add,CJFU27213460001,,,"Elevated Portable Dog Cot Pet Bed With UV Protection Canopy Shade, 30 Inch, Dar",,,,,1000,Unbranded,Modern,Blue,"Unisex Adults",Furniture,Synthetic,"One Size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Does Not Apply",,,"One Size",Synthetic,,,,,,,https://cf.cjdropshipping.com/17679168/05e2f3e6-a1e0-42b3-a9f5-fb6839bf50ee.jpg|https://cf.cjdropshipping.com/17679168/3f2f1232-0943-46aa-903d-783d08cbb40c.jpg|https://cf.cjdropshipping.com/17679168/55942ab8-ffe5-4b10-9117-c90ed10ce5fa.jpg|https://cf.cjdropshipping.com/17679168/075a6513-6818-47e6-b631-867916fb614c.jpg,,,"- Elevated Airflow: An elevated dog bed frame, cot-style design lifts your pet more than 7 inches off of the ground which allows air to flow freely on all sides and underneath. - Breathable Fabric: The outdoor dog bed's mesh fabric adds breathability to help keep your pet cool, which is especially important during those hot summer months. - Quality Design: The mesh fabric is held tightly in place by a lightweight yet strong powder-coated steel frame with four stable feet that ensure level placement that won't tip over. This elevated dog bed is suitable for medium dogs less than 19.7"" in length and under 44 lbs in weight. - Canopy Top: An included canopy top provides shade to your pet and shields them from the sun on hot summer days. A simple design means all you have to do is plug the canopy into the corners of the dog cot and secure it with the bungee cords. - Portable Style: With a lightweight, portable design and included travel bag for simple storage, it's easy to take the raised dog bed with canopy anywhere you go.",FixedPrice,GTC,50.48,,,,,50,,10001,Flat,UPSGround,0.00,,,3,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
